iteration,sampled_patient_clusters,sampled_rows,positive_count,m1_roc_auc,m2_roc_auc,roc_auc_difference_m2_minus_m1,m1_average_precision,m2_average_precision,average_precision_difference_m2_minus_m1,m1_sensitivity,m2_sensitivity,sensitivity_difference_m2_minus_m1
251,412,6383,103,0.8934929812627543,0.8830128006925979,-0.010480180570156428,0.17198453116031887,0.14619445276904347,-0.025790078391275395,0.9805825242718447,0.9029126213592233,-0.07766990291262132
252,412,6814,118,0.8921643075552316,0.8815850090111983,-0.010579298544033278,0.13917637155711823,0.13996636035799545,0.0007899888008772171,0.9661016949152542,0.847457627118644,-0.11864406779661019
253,412,6383,101,0.88380285019906,0.88927818283261,0.005475332633549934,0.14176388222466604,0.13961813386162372,-0.0021457483630423213,0.9900990099009901,0.900990099009901,-0.08910891089108908
254,412,6544,105,0.9154541891302258,0.9034684474814929,-0.011985741648732895,0.1710126525586404,0.15722551987465205,-0.013787132683988346,0.9904761904761905,0.9142857142857143,-0.07619047619047625
255,412,6605,133,0.8983545080253168,0.9012054239430467,0.0028509159177299015,0.1786627497028528,0.19243559496469492,0.01377284526184211,0.9849624060150376,0.9022556390977443,-0.08270676691729328
256,412,6550,117,0.8915939579704542,0.8861545901807055,-0.005439367789748628,0.16650603453779633,0.14592786387990764,-0.020578170657888695,0.9658119658119658,0.8888888888888888,-0.07692307692307698
257,412,6356,145,0.9165018682093505,0.913979091600553,-0.0025227766087975168,0.27381987826580595,0.2514765364396573,-0.022343341826148666,0.993103448275862,0.9448275862068966,-0.0482758620689655
258,412,6585,125,0.9108780185758514,0.9087541795665635,-0.00212383900928792,0.22350336885514055,0.2059422255930573,-0.017561143262083245,0.976,0.92,-0.05599999999999994
259,412,6879,133,0.9132217588144687,0.921232075147846,0.008010316333377343,0.16742894450527152,0.19302655023300982,0.02559760572773831,0.9924812030075187,0.9699248120300752,-0.022556390977443552
260,412,6613,116,0.889776713921014,0.8749860678403295,-0.014790646080684478,0.16343452078506246,0.16273727659436021,-0.0006972441907022453,0.9482758620689655,0.8362068965517241,-0.11206896551724144
261,412,6330,99,0.940131535220606,0.9347284431540569,-0.005403092066549098,0.25568545633937473,0.20775138255412798,-0.04793407378524675,0.98989898989899,0.9696969696969697,-0.02020202020202022
262,412,6225,115,0.8937977656016509,0.8884779050736495,-0.005319860528001374,0.16754079767580268,0.16816508291082807,0.0006242852350253902,0.9652173913043478,0.8695652173913043,-0.09565217391304348
263,412,6567,128,0.8979897887870787,0.8883330583165088,-0.009656730470569919,0.20481143505957639,0.19415408153489913,-0.010657353524677254,0.984375,0.890625,-0.09375
264,412,6639,96,0.8976848667787457,0.8951296551021448,-0.002555211676600888,0.1967119961850029,0.15977539916875094,-0.03693659701625196,0.96875,0.875,-0.09375
265,412,6367,117,0.9068170940170941,0.9045100854700854,-0.0023070085470087154,0.20843070067498962,0.16595538884320835,-0.04247531183178127,0.9914529914529915,0.9145299145299145,-0.07692307692307698
266,412,6442,119,0.9104669228121425,0.9074327817478407,-0.0030341410643017763,0.20677185491805444,0.20814308018483854,0.0013712252667840985,0.9831932773109243,0.907563025210084,-0.07563025210084029
267,412,6408,98,0.9005061612600666,0.8937433293444161,-0.0067628319156504135,0.13561489678819702,0.1384971216965498,0.0028822249083527707,1.0,0.8979591836734694,-0.10204081632653061
268,412,6788,112,0.8975233779851065,0.8853208187109475,-0.01220255927415903,0.13567613488990726,0.13616243803867623,0.00048630314876896286,0.9821428571428571,0.8392857142857143,-0.1428571428571428
269,412,6443,116,0.9146337807862309,0.9035183095981645,-0.01111547118806644,0.19644693315493966,0.17161373980310535,-0.024833193351834315,0.9655172413793104,0.896551724137931,-0.06896551724137934
270,412,6583,109,0.8934099134718125,0.8882502487012269,-0.005159664770585604,0.17184603635498222,0.1614167138450943,-0.010429322509887928,0.9541284403669725,0.8532110091743119,-0.10091743119266061
271,412,6931,136,0.9084934856944985,0.888085962861966,-0.020407522832532554,0.17476950842707537,0.15258340686390517,-0.02218610156317019,0.9779411764705882,0.875,-0.1029411764705882
272,412,6040,129,0.8888499827545281,0.8738221604969844,-0.015027822257543733,0.21805414880332508,0.18940084562921136,-0.028653303174113715,0.9689922480620154,0.8294573643410853,-0.13953488372093015
273,412,6760,116,0.8986809462517387,0.8800771761921569,-0.018603770059581803,0.16648303389080932,0.15750796593321148,-0.008975067957597838,0.9396551724137931,0.8275862068965517,-0.11206896551724144
274,412,6383,118,0.8798639198127883,0.8709733926711486,-0.008890527141639737,0.17975248969732086,0.17732291414301593,-0.0024295755543049247,0.9491525423728814,0.847457627118644,-0.10169491525423735
275,412,6890,131,0.8913024082111609,0.8940310290266074,0.0027286208154464475,0.1451557719847998,0.15428491930845953,0.009129147323659742,0.9770992366412213,0.9007633587786259,-0.07633587786259544
276,412,6404,119,0.9006571602387972,0.9061952227191592,0.005538062480362038,0.21416043599944698,0.1876251843213499,-0.026535251678097088,0.9747899159663865,0.9495798319327731,-0.025210084033613467
277,412,7128,116,0.9004981607884022,0.8964078820544092,-0.004090278733992925,0.20896873908244468,0.21867133367642166,0.009702594593976988,0.9568965517241379,0.8706896551724138,-0.08620689655172409
278,412,6273,116,0.8860758430270004,0.8884182847669879,0.002342441739987544,0.1290514000136434,0.1229828704442235,-0.006068529569419903,0.9827586206896551,0.8793103448275862,-0.10344827586206895
279,412,6619,129,0.8945581156460147,0.904434968526415,0.0098768528804003,0.18481061458806303,0.17813437080923153,-0.006676243778831498,0.9689922480620154,0.8914728682170543,-0.07751937984496116
280,412,6584,117,0.8862469420688069,0.8854579264351956,-0.0007890156336113341,0.15244722288134538,0.1536805841158727,0.0012333612345273304,0.9743589743589743,0.8547008547008547,-0.11965811965811968
281,412,6653,111,0.9137148459985512,0.9012245201483966,-0.012490325850154638,0.1754294447983827,0.14635427711541438,-0.029075167682968334,0.963963963963964,0.8918918918918919,-0.07207207207207211
282,412,6764,102,0.9049025494316609,0.8959036031104126,-0.008998946321248313,0.18940014520204845,0.1420664742821303,-0.047333670919918164,0.9509803921568627,0.8823529411764706,-0.06862745098039214
283,412,6421,113,0.8878120773733031,0.90369863244314,0.015886555069836827,0.21441145995755456,0.2007761709200627,-0.013635289037491866,0.9734513274336283,0.9026548672566371,-0.07079646017699115
284,412,6890,108,0.9034713347969026,0.897776112148716,-0.00569522264818656,0.12526700323557943,0.1250141820616921,-0.0002528211738873354,0.9907407407407407,0.8703703703703703,-0.12037037037037035
285,412,6814,136,0.9104522312069482,0.9127699822067192,0.002317750999771051,0.22928563900573268,0.20880082309643666,-0.020484815909296017,0.9779411764705882,0.9264705882352942,-0.051470588235294046
286,412,6570,122,0.8914811556766872,0.8848594557214335,-0.006621699955253635,0.22067187232033444,0.21145233549957457,-0.009219536820759877,0.9754098360655737,0.8852459016393442,-0.0901639344262295
287,412,6359,138,0.9079974560220292,0.9030387956640551,-0.004958660357974098,0.19812278273976625,0.20257707834691058,0.004454295607144332,0.9710144927536232,0.927536231884058,-0.04347826086956519
288,412,6593,110,0.9032125979835375,0.903910927881312,0.0006983298977745189,0.1810014403241476,0.1866993936420274,0.005697953317879784,0.9636363636363636,0.9272727272727272,-0.036363636363636376
289,412,6491,137,0.9176643714287683,0.9132622935377221,-0.0044020778910461855,0.22703995004800348,0.2222556470772157,-0.004784302970787774,0.9927007299270073,0.927007299270073,-0.06569343065693434
290,412,7382,135,0.915945806438424,0.9028522658162509,-0.013093540622173161,0.2260860807972402,0.20102350433826763,-0.025062576458972585,0.9629629629629629,0.8740740740740741,-0.0888888888888888
291,412,6725,94,0.9073853627545667,0.9026991211492121,-0.00468624160535458,0.16298663567723123,0.17356246149061139,0.010575825813380152,0.9787234042553191,0.9361702127659575,-0.04255319148936165
292,412,7082,134,0.9131533610015553,0.9214108645030461,0.008257503501490793,0.23929851291846146,0.20539113441240073,-0.03390737850606074,0.9850746268656716,0.9328358208955224,-0.05223880597014918
293,412,6843,111,0.8946540123010711,0.8795694089811738,-0.01508460331989736,0.13470870351720046,0.13489486794958172,0.00018616443238125835,0.972972972972973,0.8738738738738738,-0.0990990990990992
294,412,6742,161,0.9056978446327231,0.9014186331628508,-0.004279211469872313,0.26017156028918376,0.23937068664371416,-0.020800873645469592,0.9751552795031055,0.8881987577639752,-0.08695652173913038
295,412,6623,116,0.9049047974859965,0.8997313238263303,-0.00517347365966625,0.17717017253957756,0.1372797045281403,-0.03989046801143725,0.9655172413793104,0.896551724137931,-0.06896551724137934
296,412,6721,113,0.8834665409586664,0.8940189151256723,0.01055237416700594,0.1725911166250377,0.18166312348241173,0.009072006857374026,0.9646017699115044,0.8849557522123894,-0.07964601769911495
297,412,6763,109,0.9155795093245975,0.9048492594645423,-0.010730249860055219,0.1722562273027206,0.1710932537366207,-0.0011629735660999008,0.981651376146789,0.8899082568807339,-0.09174311926605505
298,412,6783,116,0.9191967125781642,0.9172927129505594,-0.001903999627604791,0.20184311435045713,0.20407804323291068,0.002234928882453552,0.9913793103448276,0.9224137931034483,-0.06896551724137934
299,412,6464,128,0.8994806463068181,0.8914992207228536,-0.00798142558396453,0.19350008026038554,0.1923032118051336,-0.001196868455251937,0.984375,0.8984375,-0.0859375
300,412,6709,119,0.8993789928718072,0.9045089963147627,0.005130003442955444,0.13659953695021265,0.13771730462103599,0.001117767670823333,1.0,0.9159663865546218,-0.08403361344537819
301,412,6480,124,0.8937922511622242,0.8882907184473904,-0.005501532714833779,0.16032582794217506,0.144239205973873,-0.016086621968302073,1.0,0.9274193548387096,-0.07258064516129037
302,412,6723,84,0.897128440169561,0.8923496797423593,-0.0047787604272016004,0.13092084359414274,0.1264919234962784,-0.004428920097864331,0.9642857142857143,0.9047619047619048,-0.059523809523809534
303,412,6689,135,0.9043739192350727,0.9068242181760644,0.002450298940991691,0.1744816481601274,0.18708525186207994,0.012603603701952543,0.9925925925925926,0.9111111111111111,-0.08148148148148149
304,412,6742,113,0.8915265052858384,0.9036974837032774,0.012170978417438971,0.19059525561692,0.19264307018648397,0.0020478145695639605,0.9911504424778761,0.911504424778761,-0.07964601769911506
305,412,6469,99,0.8917859917859918,0.8881824524681667,-0.0036035393178250885,0.13694285966703157,0.18102154263815254,0.04407868297112097,0.9696969696969697,0.8585858585858586,-0.11111111111111116
306,412,6209,132,0.8841608449145063,0.8750841473813336,-0.00907669753317275,0.14123242927887728,0.15147651415461957,0.010244084875742299,0.9772727272727273,0.8484848484848485,-0.12878787878787878
307,412,6289,104,0.8694608544244761,0.8476509545426278,-0.021809899881848227,0.10626354616529288,0.12795314633980642,0.021689600174513546,0.9615384615384616,0.8173076923076923,-0.14423076923076927
308,412,7015,120,0.8758448150833937,0.8709360647812424,-0.004908750302151321,0.17519734868175485,0.17983635648068777,0.00463900779893292,0.975,0.85,-0.125
309,412,6870,132,0.8891407395414519,0.888485815411461,-0.0006549241299909081,0.14647800014310877,0.15725026031369166,0.010772260170582887,0.9545454545454546,0.8863636363636364,-0.06818181818181823
310,412,6170,130,0.9241607233825777,0.9164645950076414,-0.007696128374936273,0.26516551616636014,0.24626225109555244,-0.018903265070807695,0.9923076923076923,0.9692307692307692,-0.023076923076923106
311,412,6858,150,0.8988948519181077,0.8955307096004771,-0.003364142317630603,0.17267453658627213,0.16867750531113648,-0.0039970312751356485,0.98,0.9133333333333333,-0.06666666666666665
312,412,7012,114,0.9080829429328614,0.906642784839745,-0.0014401580931163727,0.18036556452984467,0.15574251653083235,-0.024623047999012326,0.9649122807017544,0.9035087719298246,-0.06140350877192979
313,412,6561,111,0.8914156016481598,0.8914211886304909,5.586982331107215e-06,0.190097444847816,0.15059050006398078,-0.03950694478383521,0.9279279279279279,0.8558558558558559,-0.072072072072072
314,412,6323,120,0.9130420764146381,0.9021078510398195,-0.010934225374818585,0.20869946886785928,0.18166859097339255,-0.02703087789446673,0.975,0.9083333333333333,-0.06666666666666665
315,412,6998,97,0.9089135445781802,0.9039120282881459,-0.0050015162900343135,0.16394267538450605,0.134850529549774,-0.029092145834732047,0.9587628865979382,0.8865979381443299,-0.07216494845360832
316,412,6415,119,0.8993865652995634,0.882403660320545,-0.016982904979018443,0.12573015335041068,0.1218934272260128,-0.0038367261243978795,0.957983193277311,0.8739495798319328,-0.08403361344537819
317,412,6405,128,0.8843508543093834,0.8875663384180341,0.0032154841086506902,0.16275659646267274,0.15737887962571465,-0.005377716836958091,0.984375,0.9140625,-0.0703125
318,412,6285,120,0.8997729115977291,0.9061489591781562,0.006376047580427091,0.2095147809705017,0.1980478761552007,-0.011466904815300993,0.975,0.9083333333333333,-0.06666666666666665
319,412,6952,88,0.9053775296673026,0.9012701313837678,-0.004107398283534791,0.16624743610516698,0.1560459931927611,-0.010201442912405878,0.9659090909090909,0.9090909090909091,-0.05681818181818188
320,412,7114,129,0.9145622124929944,0.9089089022434564,-0.005653310249537968,0.2017148796505669,0.156989918916285,-0.04472496073428189,0.9844961240310077,0.9069767441860465,-0.07751937984496127
321,412,7184,108,0.9103320038523542,0.8950926972761343,-0.015239306576219969,0.15604491620797165,0.17407211682432366,0.018027200616352018,0.9722222222222222,0.8981481481481481,-0.07407407407407407
322,412,6444,134,0.9080256404191404,0.9105476973295172,0.0025220569103768797,0.23800570168518442,0.23598102372276317,-0.0020246779624212563,0.9701492537313433,0.9253731343283582,-0.04477611940298509
323,412,6361,140,0.8924208326635589,0.8906365536087445,-0.001784279054814375,0.16869829177093612,0.1615476359928185,-0.007150655778117632,0.9785714285714285,0.9071428571428571,-0.0714285714285714
324,412,7051,127,0.9217522528054878,0.9154259746994364,-0.006326278106051353,0.20828958070932013,0.21510416894744624,0.0068145882381261125,0.9921259842519685,0.9212598425196851,-0.07086614173228345
325,412,6069,105,0.8881702915908147,0.8914423046213791,0.003272013030564347,0.16918440338526425,0.15901535798347682,-0.010169045401787424,0.9809523809523809,0.8857142857142857,-0.09523809523809523
326,412,6770,122,0.9065317314710698,0.9166802292320135,0.010148497760943731,0.17936402221382566,0.2033682883232062,0.02400426610938053,1.0,0.9180327868852459,-0.08196721311475408
327,412,6867,102,0.9162369752039766,0.906168572380911,-0.010068402823065647,0.19672278892199654,0.19329286079357172,-0.003429928128424825,0.9901960784313726,0.9215686274509803,-0.06862745098039225
328,412,6021,108,0.9045840614841123,0.90782237505559,0.0032383135714777467,0.1857512189291568,0.19179898787148966,0.0060477689423328596,0.9722222222222222,0.9074074074074074,-0.06481481481481477
329,412,6518,115,0.9154431686234035,0.9044673352844116,-0.01097583333899188,0.21365647379834,0.20463827771945609,-0.009018196078883906,0.9739130434782609,0.8956521739130435,-0.07826086956521738
330,412,6601,103,0.8745498988486374,0.8807848269968056,0.006234928148168173,0.11146396076653944,0.12541295964664353,0.013948998880104091,0.9611650485436893,0.8640776699029126,-0.09708737864077677
331,412,6530,92,0.8917517592555073,0.8886587111849481,-0.0030930480705592123,0.1438077713116912,0.15939624480559325,0.01558847349390205,0.9782608695652174,0.8695652173913043,-0.10869565217391308
332,412,6959,129,0.8988797711873063,0.8979014153245486,-0.0009783558627577404,0.1385845968906033,0.12128940643334518,-0.01729519045725811,0.9844961240310077,0.8992248062015504,-0.0852713178294573
333,412,7213,115,0.905556984821199,0.9072849669839637,0.0017279821627647074,0.13340989684422166,0.15364933730397473,0.020239440459753066,0.991304347826087,0.9304347826086956,-0.0608695652173914
334,412,6554,101,0.8935639728547471,0.8817995467608127,-0.011764426093934355,0.09906326285071022,0.11265802325837432,0.013594760407664094,0.9801980198019802,0.8811881188118812,-0.09900990099009899
335,412,6379,106,0.9048091701782723,0.8940412489585495,-0.01076792121972281,0.18320904689201073,0.1611310429164668,-0.022078003975543936,0.9905660377358491,0.9056603773584906,-0.08490566037735847
336,412,6664,113,0.8888746296924201,0.8984766224976799,0.009601992805259751,0.1493304268731055,0.17528722932702695,0.025956802453921457,0.9823008849557522,0.911504424778761,-0.07079646017699115
337,412,6937,114,0.8938368932737825,0.8964621725793305,0.0026252793055480117,0.17221568947598634,0.16885852426411097,-0.0033571652118753736,0.956140350877193,0.8947368421052632,-0.06140350877192979
338,412,7073,110,0.8981081822098625,0.8975689684435915,-0.000539213766271085,0.13772700958025177,0.1360053967555449,-0.0017216128247068696,0.9636363636363636,0.8818181818181818,-0.08181818181818179
339,412,6151,117,0.9062081254656661,0.9005323112051651,-0.005675814260501011,0.25443096767323675,0.18861916698524192,-0.06581180068799483,0.9829059829059829,0.9316239316239316,-0.05128205128205121
340,412,6522,109,0.9173253297130113,0.9163153399702726,-0.0010099897427386928,0.24878476244416345,0.2143356196377406,-0.03444914280642286,0.9724770642201835,0.9357798165137615,-0.03669724770642202
341,412,6900,136,0.89129626569729,0.8820143188854488,-0.009281946811841246,0.15302472075114598,0.17439151102793235,0.021366790276786368,0.9705882352941176,0.8676470588235294,-0.1029411764705882
342,412,6851,112,0.9141272549975621,0.9160887848981409,0.001961529900578851,0.20958310145328657,0.22727015274742468,0.017687051294138112,0.9910714285714286,0.9196428571428571,-0.07142857142857151
343,412,6261,132,0.886912443079844,0.879908977192384,-0.007003465887459925,0.1789171139733602,0.15808255774249638,-0.020834556230863804,0.9696969696969697,0.8712121212121212,-0.09848484848484851
344,412,5965,102,0.9001197272359395,0.8978990879995185,-0.002220639236421018,0.20272363885533642,0.15577488415724652,-0.0469487546980899,0.9901960784313726,0.8921568627450981,-0.0980392156862745
345,412,7231,95,0.8816010738730233,0.8799047085201794,-0.0016963653528438982,0.14932999959614957,0.14587362039581805,-0.003456379200331511,0.9789473684210527,0.8421052631578947,-0.136842105263158
346,412,6207,116,0.9022087421237666,0.8912145675643544,-0.010994174559412206,0.19905413172304395,0.1685172822446374,-0.03053684947840654,0.9741379310344828,0.8793103448275862,-0.09482758620689657
347,412,6724,129,0.9076855263853871,0.9074786513155961,-0.00020687506979100156,0.22362751290161006,0.17167723574362415,-0.05195027715798592,0.9922480620155039,0.9147286821705426,-0.07751937984496127
348,412,6988,134,0.8809051474463109,0.8865979774311983,0.005692829984887404,0.15301899745629283,0.1534489936402444,0.00042999618395156425,0.9925373134328358,0.917910447761194,-0.07462686567164178
349,412,6361,90,0.9067577384432751,0.903081202714435,-0.00367653572884008,0.13373347446221773,0.1065072354113179,-0.027226239050899825,1.0,0.9222222222222223,-0.07777777777777772
350,412,6419,99,0.9024037846822657,0.9034810126582279,0.0010772279759622139,0.12786952144474767,0.1339300642222649,0.006060542777517219,1.0,0.9393939393939394,-0.06060606060606055
351,412,6148,114,0.9183239421058446,0.9166019747745233,-0.0017219673313212391,0.2326932923688604,0.23374185027733532,0.001048557908474912,0.9824561403508771,0.9385964912280702,-0.04385964912280693
352,412,6486,124,0.9153910314265143,0.9108960967843343,-0.004494934642180093,0.23190254432023208,0.20724310686226577,-0.02465943745796631,0.9758064516129032,0.8870967741935484,-0.08870967741935487
353,412,6842,111,0.9004257563164115,0.8689885844840533,-0.03143717183235828,0.2046575172494053,0.15373486929225827,-0.050922647957147044,0.954954954954955,0.8288288288288288,-0.12612612612612617
354,412,6356,102,0.9124905158737624,0.8969255754748333,-0.015564940398929084,0.1896932900023477,0.17989574267553668,-0.009797547326811012,0.9901960784313726,0.9117647058823529,-0.07843137254901966
355,412,6748,137,0.8857456108874062,0.8721970791878608,-0.013548531699545396,0.19744722896220304,0.18260929310211457,-0.01483793586008847,0.9562043795620438,0.8613138686131386,-0.09489051094890522
356,412,6733,131,0.9118599267860075,0.9164352231916768,0.004575296405669338,0.24113460196467632,0.18274735436760464,-0.05838724759707167,0.9847328244274809,0.9465648854961832,-0.03816793893129766
357,412,6583,112,0.8856781354173565,0.8821527915756009,-0.0035253438417556238,0.1824431209932644,0.15970263033507634,-0.02274049065818806,0.9553571428571429,0.8571428571428571,-0.09821428571428581
358,412,7113,110,0.9113860293640388,0.8847429023924811,-0.026643126971557685,0.2356078810028023,0.2212129129011866,-0.014394968101615696,0.9545454545454546,0.8454545454545455,-0.10909090909090913
359,412,6354,113,0.8891373489329059,0.8894563924263328,0.0003190434934269293,0.18648886437113768,0.14424326104538127,-0.042245603325756415,0.9823008849557522,0.9026548672566371,-0.07964601769911506
360,412,6762,120,0.8798717755696076,0.8727102780287062,-0.007161497540901451,0.14365224084959077,0.14379748774471443,0.0001452468951236574,0.925,0.8416666666666667,-0.08333333333333337
361,412,6750,124,0.9009486090961315,0.8865515126140424,-0.014397096482089089,0.2022173517766273,0.19009915224430354,-0.012118199532323765,0.9516129032258065,0.8709677419354839,-0.08064516129032262
362,412,6910,116,0.893652360602154,0.880242962857694,-0.013409397744460039,0.14070252826365737,0.1475406035853024,0.006838075321645043,0.9827586206896551,0.8189655172413793,-0.1637931034482758
363,412,6277,95,0.890754141906043,0.8970082923257675,0.006254150419724547,0.10908259915405571,0.11620622621629956,0.0071236270622438425,0.9789473684210527,0.8947368421052632,-0.08421052631578951
364,412,6482,125,0.9046934088406482,0.9005883278275916,-0.004105081013056622,0.1995113450037902,0.1805419982993205,-0.018969346704469703,0.968,0.92,-0.04799999999999993
365,412,6440,125,0.9097285827395091,0.9010787015043547,-0.008649881235154422,0.18678905796590287,0.14992730636830048,-0.03686175159760238,0.992,0.928,-0.06399999999999995
366,412,6499,96,0.8912033421833516,0.8931246420948513,0.0019212999114996965,0.10787067224388851,0.12999158022521767,0.022120907981329166,0.9895833333333334,0.9166666666666666,-0.07291666666666674
367,412,6927,123,0.9117628081042715,0.9045079890834182,-0.0072548190208532315,0.2143328254897327,0.1983042364680911,-0.016028589021641615,0.943089430894309,0.8780487804878049,-0.06504065040650409
368,412,6933,101,0.9162691005634521,0.9040080749878268,-0.012261025575625362,0.19594805297654436,0.17085356783076525,-0.02509448514577911,0.9900990099009901,0.8811881188118812,-0.1089108910891089
369,412,5929,115,0.8838680247079763,0.878156174750602,-0.005711849957374282,0.15062729233951075,0.14049714309028696,-0.010130149249223785,0.9652173913043478,0.9043478260869565,-0.060869565217391286
370,412,6509,123,0.8932586272308072,0.8906856716547121,-0.0025729555760950484,0.2185432504083693,0.1959866388051507,-0.022556611603218618,0.959349593495935,0.8861788617886179,-0.07317073170731703
371,412,6921,138,0.907505336230602,0.9065481264969756,-0.0009572097336264518,0.16630563961656258,0.1627447391590607,-0.0035609004575018754,0.9710144927536232,0.8985507246376812,-0.07246376811594202
372,412,6600,102,0.8712620474474801,0.8706027193887712,-0.0006593280587089412,0.13573141156562524,0.158173018152949,0.022441606587323776,0.9313725490196079,0.8235294117647058,-0.10784313725490202
373,412,6681,107,0.9193495190626342,0.9107785129183501,-0.008571006144284077,0.28702567195371015,0.26678714810850473,-0.020238523845205414,0.9906542056074766,0.8878504672897196,-0.10280373831775702
374,412,6919,96,0.8930822218965264,0.8762457863110069,-0.016836435585519505,0.1448832205654627,0.12584664192858758,-0.019036578636875134,0.96875,0.8541666666666666,-0.11458333333333337
375,412,6617,114,0.9230287775412698,0.9269284621672589,0.0038996846259891083,0.2182674014801548,0.18483288166133835,-0.033434519818816455,0.9912280701754386,0.956140350877193,-0.03508771929824561
376,412,5874,137,0.916813513001149,0.921580240442053,0.004766727440904006,0.2955646388288925,0.26770089866831337,-0.02786374016057913,0.9781021897810219,0.9416058394160584,-0.03649635036496357
377,412,6614,95,0.8819547718813832,0.9103785695255165,0.028423797644133386,0.12482868224128887,0.1282186756894883,0.00338999344819943,0.968421052631579,0.9263157894736842,-0.04210526315789476
378,412,6328,133,0.897349912311044,0.8957988190816022,-0.0015510932294418023,0.18425843258576058,0.19941579525616585,0.015157362670405267,0.9624060150375939,0.8947368421052632,-0.06766917293233077
379,412,6892,114,0.9161761736888696,0.8963713873056793,-0.019804786383190276,0.2239078779680683,0.17852012781030524,-0.04538775015776306,0.9824561403508771,0.8947368421052632,-0.08771929824561397
380,412,6371,125,0.9175190521934038,0.908010246557797,-0.009508805635606743,0.19075227660184554,0.1737971649538642,-0.01695511164798133,0.984,0.936,-0.04799999999999993
381,412,6708,117,0.8801966421447532,0.8841563281708935,0.003959686026140274,0.10282972613435366,0.11805855493462641,0.01522882880027275,0.9572649572649573,0.9230769230769231,-0.03418803418803418
382,412,6205,121,0.910888062985965,0.9107467901174195,-0.00014127286854548338,0.20859009437832512,0.20297905269038388,-0.005611041687941243,0.9834710743801653,0.9256198347107438,-0.05785123966942152
383,412,6672,131,0.9032386438565432,0.912806595158431,0.009567951301887812,0.19652395388299718,0.2183844200009168,0.021860466117919614,0.9847328244274809,0.916030534351145,-0.06870229007633588
384,412,6485,90,0.8968586569368431,0.8821457736078534,-0.014712883328989679,0.2133392844797257,0.17036376880451762,-0.042975515675208076,0.9555555555555556,0.8555555555555555,-0.10000000000000009
385,412,6573,99,0.8587543647784612,0.8737537562838767,0.014999391505415516,0.08876413655066664,0.11513095875700374,0.0263668222063371,0.9494949494949495,0.8585858585858586,-0.09090909090909094
386,412,6867,121,0.9304111649878839,0.9241362497029155,-0.006274915284968374,0.23738576115305587,0.19351944291503254,-0.04386631823802334,0.9917355371900827,0.9669421487603306,-0.024793388429752095
387,412,6535,121,0.913872546366806,0.9025697918035702,-0.011302754563235817,0.19002060136149687,0.1667912134731597,-0.023229387888337172,0.9669421487603306,0.9090909090909091,-0.05785123966942152
388,412,6370,138,0.8831382206842664,0.8897718181987312,0.006633597514464795,0.14960381119574348,0.1491469738238427,-0.00045683737190077567,0.9782608695652174,0.9202898550724637,-0.05797101449275366
389,412,7157,116,0.8933279951417559,0.9073958440464471,0.01406784890469126,0.17433833006149674,0.1579916497172058,-0.01634668034429093,0.9913793103448276,0.9137931034482759,-0.07758620689655171
390,412,6357,137,0.9038186213532987,0.9026803107470603,-0.0011383106062383685,0.16209678899458216,0.15451134090358506,-0.007585448090997093,0.9781021897810219,0.9051094890510949,-0.07299270072992703
391,412,6792,125,0.9190508474576271,0.9234642267886606,0.0044133793310334735,0.1899848864517158,0.18581160892613552,-0.004173277525580277,1.0,0.96,-0.040000000000000036
392,412,6641,118,0.9103303304863885,0.9135211260286288,0.0031907955422403322,0.22501394002719635,0.185819457901346,-0.03919448212585036,0.9830508474576272,0.9152542372881356,-0.06779661016949157
393,412,7599,135,0.8871263546504704,0.8860406494382914,-0.001085705212178989,0.12401288722919931,0.13797979520754153,0.013966907978342213,0.9481481481481482,0.8518518518518519,-0.09629629629629632
394,412,6383,130,0.9009250944162188,0.8987452176801289,-0.0021798767360898808,0.17920581826516427,0.1620286257701943,-0.01717719249496996,0.9769230769230769,0.8846153846153846,-0.09230769230769231
395,412,6991,103,0.8994522625531387,0.9038133013091574,0.004361038756018676,0.19816838927251668,0.20416939270850762,0.0060010034359909425,0.9611650485436893,0.8640776699029126,-0.09708737864077677
396,412,6455,109,0.8965743067221423,0.8947874410522267,-0.0017868656699155938,0.21284045224536627,0.16759167671591793,-0.04524877552944834,0.9908256880733946,0.908256880733945,-0.0825688073394496
397,412,6574,107,0.8909994522876024,0.887029621269161,-0.003969831018441394,0.15346401249100589,0.18229776597835415,0.028833753487348263,0.9813084112149533,0.8691588785046729,-0.11214953271028039
398,412,6535,122,0.9202005148353881,0.9158740059254639,-0.004326508909924254,0.20300604090291266,0.19771290928398325,-0.005293131618929414,0.9836065573770492,0.9180327868852459,-0.06557377049180324
399,412,6667,104,0.910021507518841,0.8982817426364584,-0.011739764882382597,0.1801387134319322,0.16350820742784705,-0.016630506004085138,0.9711538461538461,0.8846153846153846,-0.08653846153846156
400,412,6994,96,0.8882571639122452,0.8816331122547598,-0.006624051657485364,0.10561895434743054,0.10561300969820502,-5.944649225528287e-06,0.9583333333333334,0.8541666666666666,-0.10416666666666674
401,412,7264,120,0.9104341638671145,0.9047055804404628,-0.005728583426651723,0.18775505603280934,0.16494359729479144,-0.022811458738017903,0.975,0.9083333333333333,-0.06666666666666665
402,412,7742,119,0.9025703945490042,0.8991883254679283,-0.003382069081075967,0.17423311395899382,0.15635454257349746,-0.017878571385496367,0.957983193277311,0.8907563025210085,-0.0672268907563025
