iteration,sampled_patient_clusters,sampled_rows,positive_count,m1_roc_auc,m2_roc_auc,roc_auc_difference_m2_minus_m1,m1_average_precision,m2_average_precision,average_precision_difference_m2_minus_m1,m1_sensitivity,m2_sensitivity,sensitivity_difference_m2_minus_m1
53,412,6985,120,0.882006554989075,0.8661313425588735,-0.015875212430201513,0.1447431804073635,0.1427188076916825,-0.002024372715681011,0.95,0.825,-0.125
54,412,6681,93,0.8855347944454238,0.8803510455634552,-0.005183748881968597,0.10894107858791165,0.10352524510987204,-0.005415833478039603,0.956989247311828,0.8387096774193549,-0.11827956989247312
55,412,6428,138,0.9038086680030414,0.9044624547821479,0.0006537867791065466,0.1950456850471594,0.18085233882121707,-0.014193346225942344,0.9855072463768116,0.9057971014492754,-0.07971014492753625
56,412,7397,94,0.8829015181752763,0.8566575671321317,-0.026243951043144587,0.09797054690904895,0.11840286252836471,0.020432315619315758,0.9468085106382979,0.7553191489361702,-0.1914893617021276
57,412,6902,121,0.8832055049293055,0.8839343279289117,0.0007288229996061935,0.11643288256251372,0.10991972800498481,-0.006513154557528905,0.9504132231404959,0.8677685950413223,-0.08264462809917361
58,412,6228,123,0.8993081773569578,0.9038539648295745,0.004545787472616691,0.17844345952372256,0.16603594954156398,-0.012407509982158588,0.967479674796748,0.9186991869918699,-0.04878048780487809
59,412,6431,105,0.8790298541167969,0.8764494226397482,-0.0025804314770486725,0.1664897101795101,0.1523693761586263,-0.014120334020883779,0.9714285714285714,0.8571428571428571,-0.11428571428571432
60,412,6989,121,0.8840363982922357,0.8829377590165435,-0.0010986392756922037,0.13757164222055018,0.1646085061958621,0.02703686397531191,0.9421487603305785,0.8429752066115702,-0.09917355371900827
61,412,6492,126,0.9201399797535519,0.9081005739818181,-0.012039405771733791,0.2667762617178471,0.22433991917426024,-0.04243634254358683,0.9841269841269841,0.8968253968253969,-0.08730158730158721
62,412,6701,124,0.9066603069347237,0.910711570624905,0.004051263690181384,0.1898627147068904,0.2116743892045946,0.021811674497704214,0.9596774193548387,0.9193548387096774,-0.040322580645161366
63,412,6670,111,0.9009173833079916,0.8889511557601204,-0.011966227547871244,0.17454000699324912,0.15720409877524294,-0.01733590821800618,0.972972972972973,0.8738738738738738,-0.0990990990990992
64,412,6179,122,0.8875112659245366,0.8976803698200428,0.010169103895506293,0.1612499783468636,0.16293292220095495,0.0016829438540913455,0.9754098360655737,0.9016393442622951,-0.07377049180327866
65,412,5949,104,0.9117046127525169,0.9173340132920971,0.005629400539580165,0.18744504658167027,0.1925585432597852,0.0051134966781149205,0.9903846153846154,0.9230769230769231,-0.06730769230769229
66,412,6545,116,0.8898699856791156,0.8813994775827206,-0.008470508096394935,0.1955850479001346,0.16396618922457407,-0.031618858675560524,0.9482758620689655,0.8620689655172413,-0.0862068965517242
67,412,6494,92,0.8951652336905586,0.9056154326772883,0.01045019898672972,0.145962404053392,0.15108973005511603,0.005127326001724025,0.9782608695652174,0.9130434782608695,-0.0652173913043479
68,412,6482,110,0.902453917708155,0.9085230839468128,0.0060691662386578304,0.15119925988974128,0.1501034968505848,-0.0010957630391564832,0.9818181818181818,0.9272727272727272,-0.054545454545454564
69,412,6687,116,0.8929727800838586,0.8814658452237889,-0.011506934860069706,0.15007714362851515,0.177991097517831,0.027913953889315835,0.9827586206896551,0.896551724137931,-0.08620689655172409
70,412,7050,109,0.9039360587071371,0.8944802126441871,-0.009455846062950024,0.18034954165877423,0.16854958656219352,-0.011799955096580717,0.9541284403669725,0.8807339449541285,-0.07339449541284404
71,412,6480,142,0.9136307272476767,0.9136001715563181,-3.055569135856917e-05,0.2501036885272287,0.23796552977855656,-0.012138158748672134,0.9577464788732394,0.9154929577464789,-0.04225352112676051
72,412,7101,127,0.8832096267576532,0.8818451661853137,-0.001364460572339521,0.15468147082136335,0.14097796321681635,-0.013703507604547,0.9606299212598425,0.8503937007874016,-0.11023622047244086
73,412,6854,128,0.881525516651799,0.8749256616116563,-0.00659985504014271,0.17230500887820446,0.1656168722231681,-0.00668813665503637,0.9609375,0.8515625,-0.109375
74,412,6833,119,0.9171842105921904,0.9145289036079132,-0.0026553069842771837,0.14159679026731078,0.16088519702155352,0.019288406754242732,0.9831932773109243,0.9327731092436975,-0.05042016806722682
75,412,7332,126,0.9105683535325501,0.9067008753728154,-0.0038674781597346497,0.16157082119384078,0.19165385617486635,0.030083034981025575,0.9682539682539683,0.9126984126984127,-0.05555555555555558
76,412,6590,99,0.8870604053164522,0.872490892595653,-0.014569512720799205,0.1469971911844215,0.16761549618352767,0.020618304999106163,0.9595959595959596,0.8383838383838383,-0.12121212121212122
77,412,6362,102,0.8943932844703376,0.9024807367036272,0.00808745223328955,0.16376442543992056,0.2122624670222728,0.04849804158235224,0.9705882352941176,0.9117647058823529,-0.05882352941176472
78,412,6633,142,0.9004461214986732,0.8957896198636899,-0.004656501634983323,0.17344853627640897,0.15781950981957368,-0.015629026456835282,0.971830985915493,0.8873239436619719,-0.08450704225352113
79,412,6558,123,0.8781144781144782,0.8737872786653275,-0.00432719944915072,0.16138086861449844,0.15940088299322286,-0.001979985621275576,0.959349593495935,0.8455284552845529,-0.11382113821138207
80,412,6752,115,0.9088286352529626,0.911822392254227,0.0029937570012643633,0.1995196147357847,0.19491665136857353,-0.004602963367211166,0.9739130434782609,0.9304347826086956,-0.0434782608695653
81,412,6960,127,0.8994481390104299,0.91877537333298,0.019327234322550124,0.2118749790637226,0.24229864723778632,0.030423668174063723,0.9921259842519685,0.9606299212598425,-0.03149606299212604
82,412,6916,105,0.8920989156196909,0.9041893016199287,0.012090386000237818,0.1191016366311764,0.12616081734974963,0.007059180718573227,0.9809523809523809,0.9333333333333333,-0.04761904761904756
83,412,6678,117,0.916100969598912,0.9130318106083994,-0.0030691589905125216,0.1982748078936809,0.1948530517207182,-0.0034217561729626977,0.9743589743589743,0.9145299145299145,-0.05982905982905984
84,412,6933,129,0.9070895369344982,0.8973255586089349,-0.009763978325563305,0.17463540339540826,0.15780751466137832,-0.016827888734029933,0.9844961240310077,0.8992248062015504,-0.0852713178294573
85,412,6596,124,0.8987050919095658,0.8976970273934368,-0.0010080645161290036,0.18159883236925475,0.18315692215795648,0.0015580897887017275,0.967741935483871,0.9193548387096774,-0.048387096774193616
86,412,6747,106,0.9058280038525682,0.9057100970813102,-0.00011790677125800286,0.18099242392861958,0.15651588091590501,-0.02447654301271457,0.9622641509433962,0.9150943396226415,-0.047169811320754707
87,412,6926,154,0.9121689002078842,0.9088665321683632,-0.0033023680395209976,0.2028643620203354,0.18738078648191012,-0.015483575538425276,0.9805194805194806,0.9155844155844156,-0.06493506493506496
88,412,7048,131,0.9119483251244029,0.9154345913983359,0.003486266273933003,0.2221721450013163,0.21929140488414556,-0.002880740117170738,0.9770992366412213,0.9083969465648855,-0.06870229007633588
89,412,6511,116,0.898023779353482,0.8913510015906825,-0.006672777762799509,0.23085288146014551,0.20987458067940018,-0.020978300780745335,0.9568965517241379,0.8879310344827587,-0.06896551724137923
90,412,6789,127,0.9019542025874805,0.8881516273990219,-0.013802575188458621,0.27500080275747774,0.21079177639419638,-0.06420902636328135,0.968503937007874,0.8740157480314961,-0.0944881889763779
91,412,6179,131,0.8770838382002505,0.8812010279090431,0.004117189708792601,0.17591666441759923,0.15250272574333693,-0.023413938674262308,0.9694656488549618,0.8854961832061069,-0.08396946564885488
92,412,6967,113,0.9067620225641766,0.8942100859649168,-0.012551936599259794,0.1818068283577187,0.16936479641571522,-0.012442031942003468,0.9646017699115044,0.8761061946902655,-0.08849557522123885
93,412,6544,105,0.8873664203995001,0.8869197376108386,-0.0004466827886614455,0.13367894213307366,0.15058056086449573,0.01690161873142207,0.9714285714285714,0.8952380952380953,-0.07619047619047614
94,412,6305,111,0.8808233483725896,0.8898003589640658,0.008977010591476264,0.17662452301845913,0.15334336289899353,-0.0232811601194656,0.9819819819819819,0.8918918918918919,-0.09009009009009006
95,412,6925,107,0.9076564783160572,0.8942683331368587,-0.013388145179198507,0.19901088564883596,0.17060509770945864,-0.028405787939377314,0.9813084112149533,0.8785046728971962,-0.10280373831775702
96,412,6509,104,0.9046448087431693,0.9025213174803339,-0.0021234912628353975,0.14528705127480399,0.12667905129870702,-0.018607999976096967,0.9903846153846154,0.9423076923076923,-0.04807692307692313
97,412,6190,147,0.8982856422396859,0.8938064055673568,-0.004479236672329079,0.17613752564087745,0.1713689663317179,-0.004768559309159565,0.9931972789115646,0.9115646258503401,-0.08163265306122447
98,412,6586,129,0.9112879118029469,0.9085110444406828,-0.002776867362264124,0.20471284796635786,0.22417777391792665,0.01946492595156879,0.9767441860465116,0.9069767441860465,-0.06976744186046513
99,412,6591,109,0.9018552434547045,0.886065576090741,-0.015789667363963478,0.18850306226199515,0.18162308673079638,-0.006879975531198762,0.944954128440367,0.8623853211009175,-0.08256880733944949
100,412,6572,111,0.8814689941450504,0.8766152005588626,-0.004853793586187871,0.11127809965212448,0.12030306598228306,0.009024966330158576,0.972972972972973,0.8738738738738738,-0.0990990990990992
101,412,6349,130,0.9096800128638045,0.9003327272502382,-0.009347285613566347,0.2282375575666407,0.19168449114414832,-0.03655306642249237,0.9692307692307692,0.8923076923076924,-0.07692307692307687
102,412,6510,109,0.8936963691166374,0.8826831816702952,-0.011013187446342165,0.15018126581617786,0.1596365163573701,0.009455250541192256,0.981651376146789,0.8899082568807339,-0.09174311926605505
103,412,7097,121,0.9033794734248237,0.8972178519978771,-0.006161621426946651,0.172187380266461,0.1816171257028518,0.009429745436390802,0.9752066115702479,0.9008264462809917,-0.07438016528925617
104,412,6573,120,0.916731236117568,0.9138197995764245,-0.002911436541143564,0.22301770443628707,0.19660712443412934,-0.026410580002157735,0.9916666666666667,0.925,-0.06666666666666665
105,412,6783,103,0.8885471774896807,0.8884374454973548,-0.00010973199232588993,0.10937860854735308,0.11482324454900172,0.005444636001648642,1.0,0.8640776699029126,-0.13592233009708743
106,412,6597,117,0.9126345362456474,0.9037518465759207,-0.008882689669726718,0.24793569363067794,0.22860008755123956,-0.019335606079438378,0.9572649572649573,0.8888888888888888,-0.06837606837606847
107,412,6748,110,0.9069969048727711,0.8819989591607549,-0.02499794571201619,0.2353534533377877,0.17187336456359442,-0.06348008877419328,0.9727272727272728,0.8636363636363636,-0.10909090909090913
108,412,6432,103,0.9074256734679477,0.9034817383994466,-0.003943935068501103,0.17308909853611,0.176222914508721,0.0031338159726110038,0.9805825242718447,0.9320388349514563,-0.04854368932038833
109,412,6826,133,0.8838658726601354,0.8774243991871207,-0.006441473473014714,0.14610718220306654,0.15541600035454023,0.009308818151473691,0.9624060150375939,0.849624060150376,-0.11278195488721798
110,412,6784,90,0.901895561531056,0.9130282508382299,0.011132689307173926,0.15260140227400254,0.20939409985393723,0.05679269757993469,0.9777777777777777,0.9222222222222223,-0.05555555555555547
111,412,6729,84,0.8782686588555664,0.8815883765093697,0.0033197176538033446,0.09382778937726376,0.0956464263183621,0.0018186369410983366,0.9761904761904762,0.8571428571428571,-0.11904761904761907
112,412,6273,107,0.9159712138619683,0.9107162886010409,-0.005254925260927412,0.21862700769789317,0.1809243350562087,-0.037702672641684476,0.9906542056074766,0.9252336448598131,-0.06542056074766356
113,412,6458,108,0.9039413823272091,0.9079833770778653,0.0040419947506561416,0.17193254746124925,0.20236703638006376,0.030434488918814506,0.9814814814814815,0.8981481481481481,-0.08333333333333337
114,412,6602,126,0.8871020716295578,0.8805896251850545,-0.006512446444503328,0.17000812481404287,0.17255195332577966,0.00254382851173679,0.9523809523809523,0.8650793650793651,-0.08730158730158721
115,412,6543,119,0.9042966501669161,0.899508931841728,-0.004787718325188095,0.1577527956711149,0.1522269775050898,-0.005525818166025098,0.9831932773109243,0.9243697478991597,-0.05882352941176461
116,412,6057,97,0.9088078599598699,0.9065107590119699,-0.0022971009479000326,0.17073419203497306,0.1721651274897311,0.001430935454758031,0.9896907216494846,0.9381443298969072,-0.05154639175257736
117,412,6848,92,0.9039999871289932,0.9050248410430664,0.0010248539140731427,0.15926631285371678,0.14825177336816503,-0.011014539485551755,0.9782608695652174,0.9239130434782609,-0.05434782608695654
118,412,6551,133,0.8833309512484857,0.8706053463356116,-0.012725604912874111,0.21769701083224985,0.17638637504073568,-0.04131063579151417,0.9398496240601504,0.8345864661654135,-0.10526315789473684
119,412,6619,146,0.9028451163843911,0.8983951249552937,-0.004449991429097411,0.18894439721341927,0.16748325181223975,-0.02146114540117952,0.9863013698630136,0.9178082191780822,-0.06849315068493145
120,412,6580,117,0.9021768885609207,0.9020234841061083,-0.00015340445481237808,0.21671921902254146,0.1844668052947314,-0.03225241372781007,0.9658119658119658,0.9230769230769231,-0.042735042735042694
121,412,7252,110,0.884500140016802,0.8713843843079352,-0.013115755708866805,0.11798825875970094,0.10993610900050396,-0.008052149759196978,0.9636363636363636,0.8,-0.16363636363636358
122,412,6603,106,0.9099090726924763,0.9051085987436872,-0.00480047394878913,0.19125136380982866,0.15434763692510892,-0.03690372688471974,0.9811320754716981,0.9056603773584906,-0.07547169811320753
123,412,7376,114,0.8871027748385009,0.8860971797436306,-0.001005595094870304,0.15349647158628535,0.13668294640154174,-0.016813525184743605,0.9473684210526315,0.8421052631578947,-0.10526315789473684
124,412,6825,119,0.9147132757069425,0.90586693967775,-0.008846336029192492,0.2114804577122743,0.23576417045040332,0.024283712738129015,0.9915966386554622,0.9159663865546218,-0.0756302521008404
125,412,7149,107,0.9061359479969315,0.90612267649112,-1.3271505811540685e-05,0.1451263361276273,0.14894882984718036,0.003822493719553066,0.9532710280373832,0.897196261682243,-0.05607476635514019
126,412,5720,99,0.8948747392084877,0.8890074917472177,-0.0058672474612699865,0.13187203435098507,0.16528506268106197,0.033413028330076894,0.9696969696969697,0.898989898989899,-0.07070707070707072
127,412,6608,126,0.8977289980066901,0.889099484286155,-0.008629513720535109,0.1575227270572726,0.15559866203643472,-0.0019240650208378896,0.9841269841269841,0.8888888888888888,-0.09523809523809523
128,412,6525,122,0.8959094481838688,0.9036786035234508,0.007769155339582001,0.13400152142058144,0.142712984316699,0.008711462896117544,0.9672131147540983,0.9344262295081968,-0.032786885245901565
129,412,6567,140,0.9064115672719998,0.9025233946075707,-0.0038881726644290904,0.23601980598117223,0.2063112023685179,-0.029708603612654316,0.9642857142857143,0.8928571428571429,-0.0714285714285714
130,412,6899,126,0.8738712769422943,0.8666706507397486,-0.00720062620254569,0.13185240009060678,0.1343901446377302,0.0025377445471234106,0.9603174603174603,0.8412698412698413,-0.11904761904761907
131,412,6426,121,0.9036275814157726,0.8935391693592256,-0.01008841205654698,0.17238234316354986,0.18087519128115337,0.008492848117603508,0.9586776859504132,0.8842975206611571,-0.07438016528925617
132,412,6433,125,0.9052593532022828,0.9008376664552948,-0.004421686746987952,0.16522482337385333,0.16443664548307096,-0.0007881778907823656,0.992,0.928,-0.06399999999999995
133,412,6241,129,0.8886077458500751,0.8743759892852795,-0.014231756564795583,0.16116316514838644,0.14362063519300766,-0.017542529955378777,0.9689922480620154,0.8682170542635659,-0.10077519379844957
134,412,6645,129,0.9054884577497966,0.9089754022299313,0.003486944480134757,0.1873732348986129,0.19278982066556538,0.005416585766952475,0.9689922480620154,0.9224806201550387,-0.046511627906976716
135,412,6146,121,0.9068673913788965,0.893883611673125,-0.01298377970577147,0.14773156749885327,0.14975674814111098,0.0020251806422577068,0.9834710743801653,0.9008264462809917,-0.08264462809917361
136,412,6475,110,0.8804156252231664,0.8781161179747197,-0.0022995072484467416,0.11172185534419196,0.1095913330892953,-0.002130522254896655,0.9545454545454546,0.8545454545454545,-0.10000000000000009
137,412,6956,137,0.8947755466424321,0.8947134616352121,-6.208500721993637e-05,0.22795080234445544,0.18982409972447753,-0.038126702619977915,0.9416058394160584,0.8759124087591241,-0.06569343065693423
138,412,7207,107,0.9213557983414505,0.920035540344873,-0.001320257996577534,0.2277115707467841,0.18339994555227251,-0.044311625194511595,0.9813084112149533,0.9345794392523364,-0.04672897196261683
139,412,6420,116,0.900083964204446,0.8951500415718536,-0.004933922632592402,0.19704438960198206,0.21486674320105043,0.017822353599068363,0.9655172413793104,0.8793103448275862,-0.0862068965517242
140,412,6541,118,0.8964711035816728,0.9104568592214948,0.013985755639821962,0.14469094275636657,0.15912444519737962,0.014433502441013046,1.0,0.9576271186440678,-0.0423728813559322
141,412,6766,148,0.8925330588975194,0.8940930958156706,0.0015600369181512086,0.15669030875857923,0.17046282643668156,0.013772517678102336,0.9797297297297297,0.9256756756756757,-0.05405405405405406
142,412,6297,95,0.8989324326617899,0.8706665082570987,-0.028265924404691223,0.18532604116329113,0.17759812357261834,-0.007727917590672789,0.968421052631579,0.8736842105263158,-0.09473684210526312
143,412,6210,84,0.8959547906658583,0.9046763987998072,0.008721608133948955,0.1572652633764279,0.1661504270571366,0.008885163680708685,0.9642857142857143,0.9404761904761905,-0.023809523809523836
144,412,7028,123,0.9115993477096248,0.9119196057999682,0.0003202580903434171,0.1505726721255195,0.15390915955298995,0.003336487427470447,0.983739837398374,0.9186991869918699,-0.06504065040650409
145,412,6747,112,0.9215671762299494,0.9229552427602541,0.0013880665303046547,0.22988802942219058,0.22311266544020264,-0.006775363981987942,0.9910714285714286,0.9017857142857143,-0.0892857142857143
146,412,7024,106,0.9061431213078269,0.8890234389915288,-0.017119682316298124,0.17594885584316616,0.14468952827660594,-0.03125932756656022,0.9716981132075472,0.8584905660377359,-0.1132075471698113
147,412,6913,133,0.9031993701066826,0.8920897376183823,-0.011109632488300325,0.2078421081623176,0.18073346632302864,-0.02710864183928896,0.9624060150375939,0.8947368421052632,-0.06766917293233077
148,412,6526,117,0.9153580768497291,0.9127629015286997,-0.002595175321029486,0.2081581117987965,0.17207823574099948,-0.03607987605779703,0.9829059829059829,0.9316239316239316,-0.05128205128205121
149,412,5833,154,0.910835774544174,0.9140739521088174,0.0032381775646433963,0.22400759404212736,0.22065352170135327,-0.003354072340774089,0.987012987012987,0.948051948051948,-0.038961038961038974
150,412,6805,130,0.8891109190435034,0.8984177470469604,0.009306828003457057,0.11515455781219189,0.12915298896281496,0.013998431150623075,0.9769230769230769,0.9153846153846154,-0.06153846153846154
